epoch,psnr.val,ssim.val,d_loss.avg,d_score.avg,g_loss.avg,g_score.avg,epoch_time.val,sample_speed.avg
0,19.942545929774823,0.5763025879859924,0.9993251313220014,0.4916590266473048,0.00768668022421705,0.4909841579157156,1259.5503442287445,1042.3190300999224
1,19.972114521104295,0.5973891019821167,0.99684059225715,0.48767419652148086,0.0076944633472625255,0.4845147887726764,1256.8647997379303,1044.5098236178478
2,19.94682400016209,0.6165370345115662,0.994294950168291,0.4841954518708108,0.007678037009694778,0.47849040234284246,1258.6775789260864,1042.2607525780973
3,19.929458390596913,0.6316930651664734,0.9914692692466073,0.48115897438266536,0.0076802397855779865,0.4726282437185903,1256.5400416851044,1043.8895764818171
4,19.907450276989863,0.6118435859680176,0.9879689706529645,0.47874784769771767,0.007714244233966201,0.4667168177074666,1261.2930173873901,1041.1213680717813
5,19.90016962670498,0.6142104268074036,0.9831378467671283,0.4770202677804869,0.007773529488098371,0.4601581149227493,1259.8897824287415,1042.0052718304892
6,19.93254476652194,0.5919392704963684,0.9760179320613829,0.4763245654763649,0.007768533832905777,0.45234249748414657,1259.215896844864,1042.1545760153863
7,19.91160377418714,0.6075511574745178,0.9645223716636757,0.4779397346161224,0.007811455001457261,0.4424621062797981,1257.6078715324402,1042.781269730313
8,19.845017324252478,0.5926581025123596,0.9437390774440804,0.4841547060510714,0.007818390515433411,0.42789378358448726,1255.5000116825104,1044.9812857042418
9,19.940839634064545,0.5796477794647217,0.9022287989829804,0.5002872908032023,0.007871032067547579,0.40251609026254354,1259.5187230110168,1042.2705363145865
10,19.911687973615823,0.60918790102005,0.8311577222564004,0.5327393090034221,0.007898489326205137,0.36389703161709314,1255.3963046073914,1044.7559394328568
11,19.98389985317108,0.5761895179748535,0.7294757758661045,0.5889276448878453,0.00790696044675455,0.3184034207718168,1422.0539779663086,1042.3941768740806
12,19.80839694715312,0.572344183921814,0.6102345511213049,0.6622080000904533,0.007957179767529032,0.2724425510241911,1257.7176628112793,1043.1502079796749
13,19.944686498501586,0.5823101997375488,0.5045302613235587,0.7249123786451767,0.008040482526924983,0.22944263976028592,1257.1457970142365,1043.2211250888809
14,19.900903936224907,0.6313919425010681,0.37414928250141316,0.8014077371412462,0.008115574625040685,0.17555701965754564,1255.955617427826,1043.8685890337704
15,19.90482831861373,0.6006377935409546,0.35473876995898834,0.8191372918383443,0.008155352513616284,0.17387606184051144,1257.192821264267,1043.5327016708861
16,19.793865017765125,0.5730512738227844,0.2256360227709169,0.883878938384823,0.008220501088227455,0.10951496127334151,1257.0648772716522,1043.417838955035
