epoch,psnr.val,ssim.val,d_loss.avg,d_score.avg,g_loss.avg,g_score.avg,epoch_time.val,sample_speed.avg
0,22.369763383943972,0.7776827216148376,0.9977598973050196,0.4990631061294676,0.003578842681104446,0.49682300372024657,1256.3805932998657,1210.3418274266369
1,22.357938234067586,0.7146695852279663,0.9887050459567878,0.4855780328134839,0.003601968958810103,0.4742830785558664,1140.7391448020935,1215.3536068098158
2,22.243336910044004,0.7545139193534851,0.9358756200348636,0.49713105800674023,0.0036480974994687666,0.43300667758897055,1259.7039811611176,1190.7410721062813
3,22.288583068902113,0.7063981890678406,0.6687183735897386,0.6258402884161287,0.0038088267570293775,0.29455866199991393,1122.1224584579468,1215.3304285138286
4,22.360035448275475,0.7361136674880981,0.6830372269347988,0.7785836553854717,0.003943377504513103,0.46162088173661203,1122.3083519935608,1216.2843028103664
5,22.409409292280344,0.7343049049377441,0.172773792194746,0.8964018817234645,0.0040200804615189295,0.0691756739092769,1074.616703748703,1228.6237201730978
6,22.41154227508355,0.7285565137863159,0.08666394507701544,0.9490574968488906,0.004035181383402061,0.035721441872677,1120.620433807373,1222.1672054567248
7,22.33345136999885,0.729346752166748,0.05968106828877033,0.9650565814457557,0.004048220792902865,0.024737649796291727,1082.070279121399,1227.5084673046906
8,22.413714124722294,0.7162063121795654,0.04046328449927026,0.9752365641510315,0.004048093959843988,0.01569984873368157,1136.1125614643097,1239.808588488271
9,22.445738098074397,0.7538933157920837,0.039686330415451415,0.9743810958689828,0.004032003768659431,0.014067426284248058,1051.3903179168701,1243.2735634140518
10,22.326904333674598,0.7728621363639832,0.03151893276843331,0.9779054009654135,0.004049371575101388,0.009424333671218813,1135.037617444992,1227.3453480697485
11,22.38330617904909,0.733013391494751,0.03024205544504329,0.9775163691700743,0.004051269751947776,0.007758424625163835,1125.0765771865845,1218.7715791373116
12,22.469102169703532,0.7285780906677246,0.0221909545901731,0.9841597022222196,0.004036761970511622,0.006350656821233162,1111.8824684619904,1219.7482176884976
13,22.370939791977314,0.7281041741371155,0.018296059413100602,0.9871293641254604,0.004068530924010763,0.005425423491380656,1108.8332982063293,1218.3562649474118
14,22.399779388955157,0.7247042059898376,0.020828374524896356,0.9839501305219742,0.004045538762923059,0.004778505102798289,1181.3963265419006,1203.8279265232557
15,22.383233828940973,0.7440676689147949,0.02081843678016458,0.9833470794580255,0.004216517563433026,0.0041655162651195255,1103.06019449234,1236.0990844789949
16,22.31170721250607,0.7609557509422302,0.018418765725116793,0.9852416082973973,0.004070013873189759,0.003660374011021393,1098.544068813324,1238.4398256221361
17,22.436659295787678,0.7126912474632263,0.019867270124062218,0.9834711537501,0.004037346504684493,0.0033384238460587323,1165.0872175693512,1223.659055410352
18,22.345253699966804,0.7578042149543762,0.016763207819677453,0.9863571976034303,0.004056320620307798,0.003120405470873882,1129.6805651187897,1223.4050327910713
19,22.392346958158637,0.7012431621551514,0.014763538630569069,0.9880627854864934,0.004049530991228025,0.0028263240611812713,1244.1660840511322,1195.5851434714643
20,22.509020397304113,0.7465161085128784,0.015243133893597582,0.9872729210946098,0.004048092069653727,0.0025160549825309015,1253.6567115783691,1188.6651128867045
21,22.322476052794592,0.7456896901130676,0.014295137422397542,0.9881148914412724,0.004056078808320363,0.0024100288760931722,1319.0548121929169,1188.2447942287556
22,22.392646440192138,0.7035472393035889,0.01611350548046757,0.9860677434339126,0.004047038209971742,0.0021812488982642588,1311.9736001491547,1204.0069697703645
23,22.425518991351968,0.7202389240264893,0.01427196812725512,0.9877310249220049,0.004039026929797392,0.0020029930648007553,1204.1378469467163,1209.27771931174
24,22.332736887923605,0.7679350972175598,0.01615856347425426,0.9856893432292742,0.004037044506403152,0.0018479067215118646,1095.6528224945068,1220.3560760411187
25,22.414275921588253,0.6989294290542603,0.016161260446192968,0.9856392429414973,0.004026856184542495,0.0018005034878437179,1112.7992587089539,1216.9381585389538
26,22.25931637192705,0.7170423865318298,0.014043574010740476,0.987634622775051,0.004043093292843335,0.0016781968110465362,1102.7763140201569,1219.4439948758372
27,22.447296978979423,0.7182294726371765,0.01283933916016572,0.9887558843733536,0.004037103079595148,0.0015952235590171466,1110.7973899841309,1218.517733454313
28,22.3569439361974,0.7382255792617798,0.014616234796039825,0.9868347321992084,0.004066216713878409,0.0014509670393808346,1107.944266796112,1217.6302422271774
29,22.48841894214202,0.7475748062133789,0.014745824552987211,0.9866828166538749,0.004052429903967888,0.0014286411127574716,1092.9626061916351,1218.4190992293522
30,22.387744409221835,0.7323131561279297,0.014042348779291077,0.9872866401372941,0.004033320821163848,0.0013289888575868448,1078.6338348388672,1225.962307269955
31,22.46462124308904,0.7246950268745422,0.014083613278634614,0.9871889352286644,0.004037171478668372,0.0012725485040187214,1146.0536079406738,1222.8204146637818
32,22.32598474951921,0.7622674107551575,0.014304108945816624,0.9869184809432422,0.004027093153094782,0.0012225898653989082,1086.0911030769348,1258.2324965362966
33,22.382273640356324,0.6768255233764648,0.011516555800375016,0.9896478334276576,0.004044331517833301,0.0011643892201142743,1227.2513754367828,1256.867903212757
34,22.42662202895373,0.7545362710952759,0.009552217493185307,0.9915733942319062,0.004036107225057712,0.0011256117476115032,1245.2957608699799,1229.5696756668276
35,22.45392690959715,0.7333037853240967,0.013689639346922921,0.9873562638972068,0.00401652668960851,0.0010459032014510567,1178.3716740608215,1197.6862270924992
36,22.393240759189986,0.7334504127502441,0.013622015686030109,0.9873947936073347,0.004029083514134202,0.0010168093282499162,1174.4672100543976,1220.5634294031315
37,22.44048955198707,0.7606581449508667,0.012027267061702832,0.988985822331778,0.004045476247506277,0.0010130893869460956,1140.8635194301605,1237.1573813797022
38,22.517871774215724,0.7308630347251892,0.011873949716690455,0.9890815635445527,0.0040215451597347025,0.0009555132651632148,1088.8235952854156,1237.5590703703847
39,22.453454216728872,0.7247443795204163,0.010450026943401577,0.9904627663954954,0.004037764471982398,0.0009127933151555992,1111.8499925136566,1252.9943265230215
40,22.405567509830476,0.7291849851608276,0.009848618561493718,0.9910358656007948,0.004028647405029886,0.0008844841384773904,1123.2377126216888,1260.5706165447814
41,22.428774609116072,0.7239680290222168,0.0117897621834635,0.9890738517204853,0.004029648552626026,0.0008636138749962261,1136.5784051418304,1255.0663361457596
42,22.3177712252092,0.7604207396507263,0.014401282826087719,0.9864071544101961,0.004040988747958841,0.0008084372742280966,1095.280954837799,1253.6340699338448
43,22.385549965198326,0.6862189769744873,0.011807107243854977,0.9889717840903746,0.0040268939652693845,0.000778891347234415,1064.9220213890076,1255.2906543410763
44,22.45535936323053,0.772998571395874,0.011349213839131523,0.9894253420757039,0.004016936671801751,0.0007745559747879141,1368.8606173992157,1249.7264962204051
45,22.354853705200224,0.7535580396652222,0.010097312525359753,0.9906668197828719,0.004025890681013775,0.0007641322629537792,1123.3387308120728,1241.444261291656
46,22.37493811786468,0.7365636825561523,0.009159034900276994,0.9915475731612824,0.004040721795621435,0.0007066080654096744,1115.0450043678284,1234.084489280291
47,22.435337160245822,0.7167943716049194,0.013001129852021023,0.9877012291229699,0.00401677324618626,0.0007023589713674364,1391.299837589264,1197.2732983440021
48,22.35839756747624,0.7359676361083984,0.012754391520062728,0.9879355742713296,0.004010048931181026,0.0006899658763957278,1298.1008830070496,1225.7151175143251
49,22.41161757796215,0.725085973739624,0.014178646706713946,0.9864936830255565,0.004002658144695957,0.0006723298065713421,1582.7051982879639,1158.8582913240577
50,22.39766580128371,0.7637367248535156,0.014278250268670164,0.9863846018049809,0.004026048051991421,0.0006628519691878927,1140.0741171836853,1226.3074272975073
51,22.380949395739613,0.7362242341041565,0.011580991007176956,0.9890492477196569,0.004008487185115646,0.0006302387262288805,1091.2869982719421,1238.4785886404647
52,22.417662647659185,0.7201488018035889,0.014052365860863449,0.9865742236200186,0.004021952411325822,0.0006265895212878619,1089.2336022853851,1239.653416666603
53,22.38829313378863,0.6848108768463135,0.013435325280727474,0.987136460661054,0.004035075469375056,0.000571785936541109,1125.488492488861,1232.4610225459614
54,22.404651863256966,0.7215793132781982,0.012036525180992234,0.988548611348728,0.004020596159246864,0.000585136508642544,1057.3597223758698,1245.7445863339817
55,22.394891897410325,0.6981586217880249,0.012089945456402717,0.9884671987979197,0.004016634279327522,0.0005571442732538043,1056.333267211914,1244.4540941706384
56,22.427489858171946,0.7651710510253906,0.012640547195235618,0.9879202387852671,0.00401994014555857,0.0005607859657182408,1056.3407509326935,1249.3260338328928
57,22.46262806810998,0.7262141108512878,0.013460236427536663,0.9870702346811424,0.00400534262999797,0.0005304710979599578,1238.1304278373718,1197.8603629843567
58,22.378020301280102,0.7594915628433228,0.011565563550552459,0.9889528660236193,0.004020688167459024,0.0005184295723455021,1154.2535717487335,1220.527762334019
59,22.416844133275788,0.7156920433044434,0.013427586276645788,0.9871079081468073,0.004005765860552619,0.0005354944068538717,1069.5011160373688,1239.711827673539
