epoch,psnr.val,ssim.val,d_loss.avg,d_score.avg,g_loss.avg,g_score.avg,epoch_time.val,sample_speed.avg
0,21.786456121969348,0.7132006883621216,0,0,0.0037744445840690822,0,625.5601518154144,4622.943832044291
1,21.946136691256875,0.7000461220741272,0,0,0.0027641648610255017,0,624.7787573337555,4007.9655623530616
2,22.046317261974814,0.7682125568389893,0,0,0.002609627509804563,0,605.0500676631927,4004.7634149137157
3,22.199251336430574,0.694563090801239,0,0,0.002507468719134733,0,645.2850000858307,4295.135383449239
4,21.849898811003424,0.706656277179718,0,0,0.003355189377507515,0,620.0695633888245,3827.7928013103938
5,22.002141088810525,0.7123332619667053,0,0,0.0026776110503091504,0,610.6666486263275,4234.209055618444
6,22.217273958106695,0.7128557562828064,0,0,0.0025591898597307878,0,634.9791281223297,3868.506857635111
7,22.1491487838675,0.7189062237739563,0,0,0.002471351431056863,0,778.1179192066193,3729.172964428194
8,22.188976090319528,0.7074187994003296,0,0,0.002411009786569764,0,689.9530308246613,4695.51746629294
9,22.325343523967085,0.7187354564666748,0,0,0.0023554681165558512,0,775.4246697425842,3691.832851010021
10,22.327874126905577,0.77044677734375,0,0,0.0023588727479227347,0,694.133828163147,3831.9441776390327
11,22.40168611349751,0.7095789313316345,0,0,0.00241074782854435,0,615.9971642494202,4359.610156088326
12,22.397434964658174,0.7234562635421753,0,0,0.0023201407241109436,0,631.5112755298615,3834.7204898682994
13,22.435010346174145,0.7298604846000671,0,0,0.002312037554163066,0,616.427038192749,4268.809421453382
14,22.45842264058217,0.7258089184761047,0,0,0.0022993787027282015,0,611.0432653427124,3995.2903807275416
15,22.27151801487418,0.7384565472602844,0,0,0.002289968533638628,0,623.5451245307922,4310.802720346501
16,22.29850732547549,0.7369800209999084,0,0,0.002278888464453433,0,623.497106552124,4817.306735564608
17,21.973917480383946,0.7166937589645386,0,0,0.0025704246449681054,0,584.7060680389404,4130.454300612026
18,22.356980523615473,0.7504193782806396,0,0,0.0023416219184475033,0,657.3173425197601,3912.520390033848
19,22.451341347573464,0.7084868550300598,0,0,0.002278675079774886,0,655.2561001777649,4100.5566628127735
20,22.4125576130982,0.7394821047782898,0,0,0.002275543393901096,0,681.5947279930115,3742.3109551917823
21,22.383085296899573,0.7563303709030151,0,0,0.002264318274578629,0,666.2948353290558,4120.689665650299
22,22.12333288429444,0.6961861848831177,0,0,0.0024314596256500916,0,662.7651755809784,3813.4214285262083
23,22.365044952233973,0.7251404523849487,0,0,0.002334900866102555,0,654.5252435207367,4059.3696200705403
24,22.423990574919493,0.7377333641052246,0,0,0.0022428187705073165,0,676.3884346485138,4772.854554841547
25,22.178168438109395,0.6920972466468811,0,0,0.002339183037607766,0,681.5149266719818,3906.388204379304
26,22.303141423792603,0.7272381782531738,0,0,0.0022881657070351175,0,679.9747264385223,3877.5524337688616
27,22.475871674662308,0.6974435448646545,0,0,0.0022557185514536734,0,671.4202044010162,4241.753239735771
28,22.491564664781407,0.7437398433685303,0,0,0.0022689695401637584,0,749.6096649169922,3508.8173891878505
29,22.508614285806917,0.7322790622711182,0,0,0.0022564432208261025,0,676.8721942901611,4090.614277367803
30,22.40487736485607,0.7072341442108154,0,0,0.0022234098165442246,0,747.4970619678497,3628.1593535023007
31,22.40955388279998,0.7150282859802246,0,0,0.0022373455606377146,0,684.9648985862732,4001.0612847578186
32,22.4588206816495,0.7385255098342896,0,0,0.0022139287433496934,0,621.3010501861572,4740.7358222496305
33,22.420724915765497,0.6997928619384766,0,0,0.0022103350394756297,0,620.3227386474609,3959.3993867265704
34,22.409730048427477,0.7502482533454895,0,0,0.0022240453752406914,0,634.097868680954,3977.7574126240675
35,22.45064750854397,0.7195345759391785,0,0,0.0022097612497304453,0,647.5254755020142,4221.807398183363
36,22.515707220000966,0.7374311685562134,0,0,0.0022196362757192496,0,672.1220335960388,3753.4075664708816
37,22.540963121090215,0.759280800819397,0,0,0.0022154196046063578,0,630.3988406658173,4174.697254085718
